danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956
0.694,0.759,10,-5.667,0,0.398,0.137,0.0,0.167,0.77,140.055
0.712,0.891,2,-6.457,1,0.24,0.0557,0.0,0.134,0.799,170.13
0.574,0.823,0,-4.322,0,0.124,0.116,0.0,0.0898,0.256,154.053
0.866,0.79,1,-4.921,1,0.0947,0.0294,4.94e-05,0.163,0.437,111.005
0.827,0.522,7,-4.866,1,0.0845,0.163,1.19e-06,0.109,0.477,151.99
0.806,0.756,7,-4.093,0,0.208,0.385,0.0,0.11,0.637,141.97
0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695
0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049
0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566
0.362,0.714,9,-3.07,0,0.0835,0.269,0.0,0.21,0.309,67.4
0.614,0.685,10,-3.684,1,0.147,0.0133,0.0,0.313,0.61,94.9
0.66,0.771,10,-5.233,0,0.128,0.00437,3.07e-05,0.29,0.527,91.023
0.351,0.956,7,-1.996,1,0.245,0.0949,0.0,0.226,0.446,83.655
0.527,0.761,0,-4.708,1,0.341,0.073,0.0,0.0865,0.653,135.543
0.535,0.749,1,-5.082,1,0.508,0.155,0.0,0.308,0.427,89.895
0.81,0.625,11,-3.593,0,0.071,0.0407,1.53e-06,0.118,0.598,100.019
0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965
0.566,0.815,9,-4.481,0,0.14,0.0737,0.0,0.12,0.672,169.961
0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011
0.543,0.642,4,-6.533,1,0.0888,0.137,0.0,0.243,0.749,117.923
0.63,0.694,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.49,94.034
0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04
0.615,0.733,8,-4.808,1,0.0335,0.152,0.0,0.109,0.796,122.58
0.573,0.818,11,-4.469,1,0.0355,0.263,0.0,0.161,0.309,94.933
0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046
0.474,0.594,11,-5.756,1,0.0289,0.0292,0.0,0.133,0.503,86.131
0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075
0.595,0.81,7,-3.665,1,0.0465,0.413,0.0,0.111,0.482,99.947
0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001
0.88,0.443,11,-6.359,0,0.0653,0.462,7.13e-06,0.122,0.803,138.018
0.86,0.719,11,-4.325,0,0.33,0.125,0.0,0.0799,0.496,160.049
0.668,0.64,3,-5.208,0,0.0888,0.049,0.0,0.0675,0.259,130.004
0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052
0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015
0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143
0.762,0.482,4,-4.35,0,0.0734,0.0725,3.26e-06,0.0802,0.684,94.009
0.801,0.505,11,-5.829,1,0.293,0.0446,9.52e-06,0.122,0.757,161.059
0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112
0.381,0.706,4,-6.948,1,0.238,0.212,8.67e-06,0.0692,0.519,88.017
0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005
0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,0.771,145.034
0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981
0.402,0.754,8,-4.837,1,0.0432,0.143,0.0,0.358,0.621,108.17
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
0.562,0.46,5,-4.173,1,0.259,0.476,0.0,0.107,0.623,176.055
0.918,0.837,1,-6.792,1,0.255,0.234,0.0,0.227,0.855,120.017
0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007
0.689,0.78,4,-4.945,1,0.126,0.0886,0.0,0.0954,0.816,99.984
0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.767,114.996
0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17
0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778
0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946
0.668,0.515,1,-6.977,1,0.402,0.0703,0.0,0.223,0.425,122.014
0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938
0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011
0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031
0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949
0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985
0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036
0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977
0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958
0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947
0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015
0.406,0.698,8,-7.024,1,0.0624,0.186,0.0,0.233,0.333,109.266
0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383
0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046
0.818,0.728,10,-8.331,1,0.0314,0.232,0.0642,0.251,0.975,113.059
0.41,0.874,0,-4.286,1,0.0907,0.197,0.0,0.0843,0.824,107.08
0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564
0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635
0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848
0.847,0.742,8,-5.515,0,0.247,0.397,0.0,0.135,0.56,133.989
0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068
0.454,0.66,0,-4.357,1,0.168,0.0364,0.0,0.181,0.568,184.353
0.626,0.639,10,-5.62,1,0.085,0.0465,0.0,0.246,0.638,144.009
0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989
0.885,0.762,8,-5.513,0,0.216,0.219,0.0,0.162,0.605,138.058
0.565,0.243,2,-8.367,1,0.0317,0.758,8.82e-06,0.285,0.239,81.655
0.716,0.823,5,-5.313,0,0.0495,0.132,0.0,0.361,0.91,151.957
0.852,0.666,11,-6.923,0,0.184,0.135,0.0,0.798,0.726,91.046
0.627,0.594,7,-8.306,1,0.0479,0.256,0.0,0.373,0.388,101.007
0.747,0.649,8,-6.218,1,0.218,0.333,0.0,0.172,0.84,88.011
0.468,0.63,8,-6.536,0,0.0843,0.31,0.0,0.137,0.762,91.419
0.726,0.731,1,-6.298,0,0.159,0.11,3.45e-06,0.0928,0.437,170.125
0.631,0.796,1,-5.35,1,0.0401,0.000245,0.0108,0.38,0.596,92.47
0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356
0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894
0.794,0.523,8,-7.829,1,0.161,0.0331,0.0,0.156,0.56,86.307
0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993
0.637,0.333,3,-9.603,1,0.0262,0.181,0.0,0.147,0.588,84.347
0.694,0.477,10,-10.524,1,0.0268,0.586,2.99e-05,0.0812,0.369,128.26
0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964
0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988
0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979
0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012
0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05
0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91
0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884
0.738,0.794,11,-4.118,0,0.0416,0.101,0.0,0.0533,0.566,104.014
0.712,0.922,6,-3.902,0,0.0411,0.00266,1.9e-06,0.268,0.976,125.984
0.589,0.611,0,-5.881,0,0.0459,0.0151,0.0,0.0757,0.121,76.006
0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003
0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939
0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049
0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99
0.555,0.931,8,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085
0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896
0.767,0.884,2,-3.674,1,0.161,0.028,0.0,0.103,0.717,123.01
0.665,0.703,8,-3.885,1,0.07,0.128,0.0,0.115,0.257,97.968
0.373,0.569,10,-7.846,1,0.0515,0.205,4.19e-05,0.377,0.274,89.918
0.629,0.583,2,-6.274,1,0.0415,0.142,0.0,0.118,0.492,147.036
0.464,0.771,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.777
0.726,0.931,11,-4.152,0,0.0469,0.0218,0.000275,0.143,0.796,126.976
0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502
0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99
0.786,0.428,5,-10.011,0,0.31,0.0933,1.1e-06,0.156,0.556,97.001
0.521,0.716,0,-4.999,1,0.0364,0.0372,0.0,0.148,0.12,77.562
0.663,0.482,1,-12.093,1,0.0479,0.186,0.0,0.0521,0.314,144.13
0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891
0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,0.462,113.805
0.32,0.63,10,-7.019,0,0.0493,0.192,0.0,0.102,0.323,203.443
0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1
0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927
0.321,0.474,5,-9.383,1,0.0348,0.743,0.0,0.204,0.804,121.199
0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985
0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012
0.574,0.37,10,-10.803,1,0.0841,0.634,9.4e-05,0.0986,0.354,83.162
0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03
0.678,0.575,1,-7.086,1,0.123,0.101,9.38e-06,0.116,0.367,100.007
0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959
0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135
0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918
0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042
0.745,0.454,3,-2.986,0,0.0392,0.0437,3.47e-06,0.0741,0.43,139.007
0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992
0.731,0.65,0,-5.286,1,0.271,0.107,0.0,0.124,0.605,154.968
0.837,0.492,0,-7.792,1,0.354,0.371,0.0401,0.102,0.417,85.951
0.642,0.782,5,-3.395,0,0.0477,0.381,0.0,0.108,0.396,162.005
0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218
0.614,0.66,0,-2.848,1,0.0441,0.19,0.0,0.211,0.452,145.01
0.724,0.772,6,-4.389,0,0.184,0.25,0.0,0.308,0.347,95.074
0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113
0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388
0.665,0.741,0,-3.694,1,0.0787,0.154,3.02e-05,0.345,0.57,144.968
0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919
0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159.0
0.476,0.701,0,-4.234,1,0.0349,0.102,0.0,0.242,0.405,163.882
0.469,0.489,0,-6.071,1,0.0314,0.841,0.0,0.103,0.201,74.013
0.666,0.603,1,-5.671,1,0.0763,0.497,0.0,0.112,0.262,102.94
0.401,0.503,2,-8.084,1,0.0437,0.0158,0.0,0.134,0.236,118.491
0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816
0.746,0.475,10,-11.243,0,0.113,0.0175,1.1e-05,0.197,0.292,80.006
0.773,0.836,9,-2.326,0,0.153,0.283,2.1e-05,0.0828,0.497,112.01
0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05
0.739,0.717,1,-5.123,1,0.0565,0.0611,0.0,0.206,0.529,98.047
0.797,0.543,11,-5.744,1,0.0439,0.0202,0.0,0.0726,0.164,115.036
0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469
0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998
0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178
0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991
0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051
0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913
0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803
0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13
0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152
0.359,0.649,3,-7.06,1,0.0349,0.107,0.0124,0.0555,0.133,111.709
0.402,0.873,4,-3.209,0,0.0586,0.00484,7.3e-05,0.157,0.684,125.443
0.734,0.892,2,-1.856,1,0.125,0.0648,0.0,0.58,0.605,138.031
0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.104,0.368,163.862
0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034
0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812
0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372
0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935
0.503,0.808,11,-5.051,0,0.0451,0.0258,0.00149,0.557,0.282,107.973
0.748,0.648,10,-6.445,0,0.0816,0.484,0.0,0.126,0.726,139.952
0.57,0.585,8,-7.041,1,0.251,0.128,0.000105,0.111,0.378,97.285
0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994
0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025
0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992
0.745,0.593,8,-6.35,1,0.0524,0.00522,5.06e-06,0.123,0.17,111.001
0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173
0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735
0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941
0.648,0.936,0,-4.745,1,0.0762,0.085,6.93e-06,0.482,0.566,120.708
0.645,0.945,5,-3.516,0,0.0862,0.017,0.00122,0.318,0.718,120.029
0.444,0.771,8,-4.127,1,0.0304,0.000234,0.0184,0.108,0.198,139.172
0.777,0.948,7,-3.648,1,0.0479,0.127,5.36e-06,0.0708,0.973,142.359
0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37
0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904
0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00333,0.102,0.669,93.992
0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15
0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39
0.628,0.821,1,-2.721,0,0.0525,0.0208,0.0,0.426,0.465,93.001
0.651,0.693,4,-4.722,1,0.0375,0.458,0.0,0.335,0.392,118.97
0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085
0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048
0.657,0.522,10,-7.632,1,0.397,0.156,0.0,0.0811,0.442,179.687
0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062
0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
0.747,0.45,7,-8.543,1,0.0919,0.0407,0.0,0.17,0.329,96.001
0.718,0.882,4,-4.677,0,0.0521,0.0229,0.0286,0.102,0.611,95.005
0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0
0.584,0.607,11,-6.605,1,0.0356,0.426,0.0,0.101,0.374,117.817
0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801
0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982
0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004
0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007
0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048
0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987
0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971
0.679,0.758,1,-3.012,1,0.14,0.291,0.0177,0.209,0.237,82.08
0.706,0.559,4,-5.216,0,0.0416,0.0372,0.0,0.379,0.252,78.534
0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532
0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625
0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46e-05,0.115,0.195,118.037
0.482,0.713,2,-6.017,1,0.0487,0.0969,0.0,0.111,0.263,140.069
0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97
0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941
0.508,0.52,2,-6.32,1,0.0273,0.38,5.91e-06,0.117,0.233,138.782
0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973
0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029
0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045
0.822,0.575,5,-5.95,1,0.0934,0.113,0.0,0.106,0.616,100.087
0.865,0.53,0,-6.347,0,0.0491,0.511,0.00149,0.0946,0.203,104.948
0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745
0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037
0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958
0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004
0.845,0.631,7,-8.206,0,0.216,0.188,0.0,0.0806,0.545,111.983
0.68,0.82,4,-4.197,0,0.151,0.0614,0.0,0.597,0.243,140.033
0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995
0.661,0.748,2,-4.809,0,0.206,0.175,0.0,0.254,0.509,171.983
0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989
0.747,0.899,5,-5.125,0,0.246,0.1,0.0,0.486,0.581,92.029
0.848,0.745,6,-3.052,0,0.221,0.0949,0.0,0.0796,0.516,137.024
0.756,0.747,9,-5.407,1,0.046,0.0048,0.00536,0.588,0.0687,134.935
0.742,0.679,7,-4.594,1,0.0259,0.0488,0.0,0.0754,0.856,100.041
0.479,0.717,7,-5.459,1,0.0605,0.0488,0.000333,0.102,0.253,163.989
0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007
0.576,0.807,7,-3.019,1,0.0374,0.0185,2.4e-06,0.0963,0.479,90.932
0.723,0.726,1,-3.835,0,0.0472,0.0564,0.000126,0.057,0.962,100.051
0.664,0.908,4,-4.806,1,0.0317,0.00182,0.0,0.109,0.889,118.031
0.717,0.588,2,-13.953,1,0.0535,0.331,0.0,0.102,0.852,131.537
0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034
0.736,0.526,1,-6.462,0,0.0566,0.0153,0.0,0.0628,0.654,139.84
0.836,0.627,6,-4.377,0,0.197,0.143,0.0,0.0657,0.652,142.99
0.722,0.856,1,-6.392,0,0.0338,0.0305,0.0597,0.231,0.827,121.99
0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649
0.628,0.75,10,-5.219,0,0.14,0.142,0.0,0.0946,0.374,87.008
0.687,0.592,2,-6.378,1,0.224,0.203,0.0,0.279,0.246,178.83
0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503
0.643,0.608,5,-8.446,0,0.152,0.0984,0.000101,0.247,0.564,156.974
0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034
0.54,0.643,5,-4.707,0,0.288,0.428,0.0,0.174,0.328,178.125
0.639,0.571,4,-7.332,1,0.511,0.272,0.0,0.144,0.569,88.047
0.506,0.591,0,-8.428,1,0.386,0.258,0.0,0.154,0.752,169.752
0.632,0.697,3,-4.659,1,0.438,0.128,0.0,0.156,0.526,83.505
0.591,0.848,9,-4.396,0,0.0828,0.137,0.0,0.372,0.385,105.924
0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959
0.701,0.507,8,-7.106,1,0.0353,0.14,0.0,0.108,0.146,82.009
0.789,0.564,1,-9.513,0,0.166,0.17,1.03e-05,0.138,0.52,145.97
0.722,0.62,0,-3.639,1,0.0483,0.313,0.0,0.26,0.474,127.978
0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948
0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208
0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987
0.719,0.611,7,-5.01,0,0.0403,0.0582,0.0,0.155,0.489,129.962
0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01
0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979
0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759
0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093
0.772,0.634,10,-6.101,0,0.212,0.135,0.0,0.432,0.671,160.052
0.903,0.535,8,-6.238,1,0.286,0.0298,0.0,0.0851,0.157,130.117
0.858,0.547,1,-5.822,1,0.29,0.213,0.0,0.104,0.303,128.02
0.748,0.771,6,-4.156,1,0.15,0.101,0.0,0.135,0.792,142.086
0.619,0.784,1,-6.11,1,0.123,0.0326,2.85e-06,0.315,0.471,156.035
0.776,0.752,8,-4.711,0,0.193,0.325,0.0,0.33,0.716,140.013
0.786,0.683,7,-5.397,1,0.205,0.173,0.0,0.706,0.57,126.002
0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086
0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047
0.802,0.748,8,-5.708,1,0.207,0.24,0.0,0.165,0.516,150.063
0.771,0.747,5,-4.858,1,0.059,0.018,0.0024,0.343,0.333,124.985
0.606,0.613,4,-6.758,1,0.0306,0.0182,0.0,0.125,0.258,123.943
0.653,0.875,6,-3.015,1,0.0366,0.291,0.0,0.054,0.775,100.047
0.837,0.601,8,-5.628,1,0.198,0.21,0.0,0.0928,0.749,142.977
0.71,0.586,2,-5.331,1,0.381,0.248,0.0,0.193,0.207,175.987
0.95,0.654,0,-5.895,0,0.307,0.0744,0.0,0.138,0.886,132.936
0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998
0.618,0.837,9,-5.574,1,0.115,0.0842,0.0,0.344,0.8,168.114
0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584
0.638,0.863,4,-5.221,0,0.132,0.052,5.46e-05,0.685,0.226,120.077
0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957
0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051
0.502,0.652,9,-7.224,1,0.3,0.0848,0.0,0.0675,0.648,136.08
0.592,0.616,5,-6.139,0,0.0534,0.0128,0.0,0.689,0.0892,80.041
0.48,0.631,7,-5.488,1,0.116,0.0791,0.000105,0.149,0.515,84.164
0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088
0.674,0.752,11,-4.073,1,0.333,0.552,0.0,0.787,0.236,145.076
0.683,0.776,1,-3.251,0,0.341,0.15,0.0,0.227,0.223,173.996
0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844
0.546,0.908,10,-1.655,0,0.417,0.215,9.47e-06,0.107,0.59,116.885
0.904,0.609,10,-4.449,1,0.128,0.0769,0.0,0.602,0.372,119.135
0.626,0.726,5,-5.015,1,0.0376,0.235,0.0,0.304,0.257,89.132
0.808,0.377,8,-10.098,0,0.0961,0.569,1.75e-05,0.097,0.308,126.096
0.644,0.768,6,-4.316,1,0.0455,0.174,0.0,0.469,0.598,108.992
0.84,0.692,8,-5.399,1,0.0356,0.00181,0.0,0.344,0.145,100.046
0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031
0.626,0.649,2,-6.609,1,0.0804,0.17,0.000243,0.416,0.538,150.017
0.796,0.549,6,-6.677,0,0.102,0.25,0.0,0.0991,0.403,95.942
0.563,0.78,10,-6.663,1,0.0782,0.00525,8.16e-06,0.418,0.317,83.913
0.459,0.975,10,-5.524,1,0.0938,0.000146,3.66e-06,0.307,0.697,159.974
0.612,0.868,0,-4.91,1,0.0448,0.00649,1e-06,0.193,0.601,98.016
0.395,0.852,5,-5.896,1,0.37,0.0657,0.0,0.262,0.112,76.428
0.406,0.86,7,-5.422,1,0.153,0.0124,0.0,0.15,0.479,102.339
0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022
0.467,0.815,7,-7.929,0,0.0524,0.0198,1.23e-06,0.118,0.335,140.047
0.633,0.217,5,-9.717,1,0.045,0.789,0.0,0.293,0.546,94.13
0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434
0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064
0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618
0.587,0.648,11,-6.927,0,0.0439,0.0561,0.0,0.115,0.281,144.028
