danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571
0.694,0.708,0,-2.066,1,0.137,0.246,0.0,0.152,0.69,164.958
0.548,0.601,5,-7.366,0,0.235,0.324,0.0,0.107,0.358,155.554
0.712,0.679,4,-6.261,1,0.0649,0.0394,0.0,0.195,0.57,160.003
0.772,0.483,6,-10.06,0,0.0564,0.0521,0.000375,0.377,0.479,120.005
0.649,0.462,1,-7.744,0,0.0926,0.408,1.64e-05,0.112,0.257,146.005
0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088
0.696,0.553,1,-8.702,1,0.0759,0.097,3.91e-06,0.617,0.674,114.993
0.561,0.662,10,-5.761,1,0.0416,0.0291,0.0,0.154,0.608,198.016
0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001
0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739
0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934
0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397
0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781
0.883,0.446,8,-8.723,0,0.296,0.0253,0.0,0.103,0.463,92.95
0.716,0.651,8,-3.593,0,0.131,0.113,0.0,0.101,0.719,144.032
0.694,0.525,11,-8.619,1,0.0806,0.0318,0.0,0.217,0.348,93.978
0.413,0.64,8,-5.811,1,0.0427,0.273,0.0,0.11,0.149,75.245
0.628,0.867,9,-3.555,1,0.0913,0.0108,0.0,0.308,0.597,78.043
0.754,0.711,6,-3.842,0,0.072,0.336,0.0,0.128,0.27,138.031
0.542,0.732,9,-5.956,1,0.0521,0.00209,7.92e-05,0.496,0.489,124.912
0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-06,0.634,0.331,111.052
0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036
0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099
0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039
0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966
0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03
0.528,0.453,4,-9.398,1,0.0396,0.355,1.06e-06,0.104,0.281,119.761
0.887,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,125.987
0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002
0.58,0.651,6,-5.537,0,0.0459,0.0275,0.0,0.102,0.562,157.888
0.551,0.756,2,-7.679,1,0.045,0.000284,9.48e-05,0.118,0.359,75.991
0.674,0.888,1,-5.249,1,0.356,0.0865,0.0,0.472,0.686,79.772
0.559,0.422,11,-11.89,1,0.195,0.701,1.99e-06,0.0853,0.191,74.002
0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052
0.512,0.917,10,-2.969,0,0.339,0.00749,0.0,0.163,0.64,139.748
0.757,0.721,4,-2.906,0,0.0691,0.00196,0.0,0.647,0.364,124.036
0.352,0.758,9,-2.491,0,0.0434,0.536,0.0,0.161,0.653,84.281
0.756,0.773,5,-6.65,0,0.0306,0.0848,0.0026,0.0792,0.954,98.384
0.682,0.72,11,-8.173,0,0.0381,0.326,0.0,0.148,0.673,117.003
0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032
0.725,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988
0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021
0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,88.967
0.79,0.928,7,-3.24,1,0.0573,0.218,0.0,0.316,0.755,114.95
0.483,0.77,6,-4.829,0,0.0512,0.007,0.0,0.182,0.386,132.992
0.551,0.636,2,-6.798,1,0.054,0.0837,4.28e-06,0.112,0.148,174.065
0.643,0.403,1,-11.254,0,0.41,0.343,0.0,0.138,0.111,98.54
0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01
0.692,0.653,5,-5.715,1,0.0392,0.49,0.00707,0.455,0.901,148.018
0.73,0.483,4,-8.565,1,0.0879,0.237,7.99e-05,0.31,0.883,87.996
0.594,0.722,10,-4.571,0,0.109,0.346,0.0,0.0991,0.527,177.956
0.727,0.53,8,-7.296,1,0.0703,0.159,0.0,0.105,0.43,139.996
0.766,0.706,7,-6.553,0,0.16,0.223,0.00028,0.064,0.766,142.989
0.759,0.67,1,-5.309,1,0.0509,0.0204,0.0,0.0953,0.741,136.027
0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082
0.454,0.839,3,-5.368,1,0.0441,0.0746,0.0,0.279,0.529,166.166
0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011
0.68,0.756,10,-7.154,0,0.19,0.0578,0.0,0.349,0.805,170.927
0.76,0.766,1,-5.537,1,0.061,0.212,0.0001,0.256,0.583,119.012
0.744,0.734,10,-6.989,0,0.294,0.0282,0.0,0.0745,0.907,97.878
0.641,0.768,1,-6.351,1,0.0997,0.0247,0.0,0.208,0.501,80.019
0.72,0.677,5,-4.592,1,0.162,0.205,0.0,0.0966,0.389,174.072
0.747,0.865,10,-5.957,0,0.215,0.0541,0.0,0.0979,0.693,150.609
0.697,0.645,1,-8.415,1,0.211,0.0624,0.0,0.0795,0.15,81.992
0.611,0.737,5,-6.401,0,0.0381,0.148,0.00193,0.106,0.492,156.024
0.648,0.928,4,-4.976,0,0.346,0.103,0.0,0.56,0.526,111.254
0.546,0.648,9,-6.941,0,0.328,0.109,1.73e-06,0.119,0.572,169.963
0.607,0.924,4,-2.3,0,0.167,0.015,0.000396,0.289,0.668,97.059
0.704,0.701,2,-5.442,1,0.0594,0.058,0.0,0.127,0.592,88.024
0.674,0.778,0,-5.367,1,0.0376,0.0469,0.0,0.145,0.816,90.01
0.741,0.894,4,-3.826,1,0.0496,0.0814,0.0527,0.089,0.96,114.879
0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928
0.434,0.889,9,-5.684,1,0.0509,0.395,0.0,0.273,0.845,113.326
0.797,0.631,3,-3.818,0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915
0.662,0.686,7,-8.302,1,0.332,0.251,5.59e-06,0.349,0.678,143.971
0.529,0.621,11,-6.018,1,0.0296,0.13,0.0,0.173,0.617,97.189
0.454,0.718,8,-5.084,0,0.107,0.431,0.0,0.163,0.275,141.556
0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82
0.724,0.5,5,-7.112,0,0.259,0.41,0.0,0.115,0.317,97.694
0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995
0.665,0.692,6,-5.431,0,0.112,0.172,0.0,0.191,0.68,74.474
0.39,0.534,0,-9.575,1,0.0709,0.0807,0.0,0.184,0.244,92.047
0.53,0.673,0,-6.851,1,0.0584,0.0319,0.0,0.148,0.406,160.886
0.754,0.836,8,-5.991,0,0.29,0.0551,0.0,0.265,0.244,76.528
0.632,0.508,6,-8.435,0,0.0842,0.0116,0.0,0.0992,0.0647,163.985
0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027
0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004
0.615,0.774,4,-5.152,0,0.0551,0.0173,0.0,0.15,0.336,136.887
0.662,0.489,5,-7.067,1,0.0525,0.163,0.0,0.172,0.506,102.04
0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98
0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894
0.576,0.679,0,-7.237,1,0.034,0.0311,0.0,0.323,0.213,121.005
0.869,0.62,9,-5.308,1,0.191,0.36,0.0,0.103,0.961,148.041
0.458,0.571,4,-6.739,1,0.0949,0.535,0.000305,0.0846,0.586,110.013
0.587,0.561,0,-6.569,1,0.146,0.0466,0.0,0.109,0.351,80.009
0.546,0.64,8,-5.582,1,0.37,0.0438,0.0,0.137,0.63,137.728
0.595,0.656,7,-7.868,1,0.247,0.148,0.0,0.47,0.416,99.811
0.67,0.675,6,-4.624,0,0.179,0.0581,0.0,0.433,0.263,90.948
0.437,0.855,5,-6.226,0,0.0683,0.0694,0.0,0.0523,0.48,160.021
0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975
0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937
0.714,0.73,0,-5.564,1,0.0438,0.0256,0.0,0.177,0.873,97.983
0.625,0.562,0,-5.828,0,0.0289,0.149,1.67e-05,0.109,0.229,93.998
0.692,0.695,1,-4.448,1,0.109,0.0897,0.0,0.155,0.634,92.98
0.584,0.742,0,-5.201,1,0.0373,0.00248,1.78e-05,0.0813,0.585,75.986
0.525,0.427,4,-7.282,1,0.032,0.0828,0.0,0.144,0.305,129.982
0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978
0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02
0.563,0.912,0,-4.432,1,0.0333,0.00989,3.9e-06,0.369,0.939,102.979
0.705,0.681,4,-3.286,0,0.148,0.411,0.0,0.121,0.626,164.941
0.685,0.717,0,-6.456,0,0.0411,0.101,1.87e-05,0.266,0.549,127.963
0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981
0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008
0.587,0.722,2,-6.983,0,0.0709,0.000754,0.668,0.543,0.466,121.964
0.588,0.887,9,-6.924,1,0.0458,0.359,0.0,0.314,0.619,128.105
0.703,0.653,11,-6.226,0,0.079,0.237,0.0,0.199,0.414,140.044
0.631,0.44,1,-5.948,1,0.028,0.328,0.0,0.239,0.418,136.033
0.861,0.637,6,-7.701,0,0.133,0.392,0.0,0.0929,0.754,87.006
0.625,0.699,0,-6.416,1,0.0729,0.13,0.0,0.238,0.717,75.974
0.686,0.69,6,-6.13,0,0.24,0.122,0.0,0.137,0.528,178.157
0.611,0.744,4,-6.845,1,0.0654,0.026,0.0,0.176,0.705,105.882
0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001
0.739,0.953,11,-2.624,1,0.133,0.00801,0.0104,0.0623,0.516,127.987
0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981
0.684,0.506,6,-6.743,1,0.0338,0.159,0.0,0.26,0.352,108.036
0.575,0.838,2,-6.498,1,0.0454,0.000172,0.000103,0.458,0.215,135.006
0.432,0.613,4,-6.785,0,0.0349,0.00581,0.0151,0.312,0.0911,136.362
0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006
0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146
0.763,0.667,2,-6.285,1,0.085,0.021,2.4e-05,0.0715,0.75,95.864
0.632,0.904,7,-5.211,0,0.0377,0.00294,0.0,0.301,0.524,102.038
0.723,0.574,2,-5.926,0,0.0372,0.0097,0.0,0.0862,0.618,93.955
0.668,0.839,0,-4.027,1,0.0301,0.0333,9.11e-06,0.092,0.5,139.973
0.652,0.861,6,-4.863,0,0.0565,0.00743,2.25e-05,0.337,0.333,99.983
0.75,0.543,5,-10.672,0,0.179,0.355,0.0,0.419,0.652,150.066
0.587,0.267,8,-9.206,1,0.0349,0.84,0.0,0.121,0.352,98.845
0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908
0.578,0.558,2,-5.438,1,0.0872,0.236,0.0,0.143,0.54,75.087
0.763,0.661,4,-5.592,0,0.056,0.169,0.0,0.117,0.632,95.002
0.686,0.765,8,-4.778,1,0.118,0.0122,0.0,0.127,0.743,99.998
0.631,0.825,11,-3.971,1,0.0433,0.0167,0.0,0.122,0.427,129.942
0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051
0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.006
0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03
0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014
0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054
0.884,0.581,11,-8.813,1,0.0378,0.427,0.000206,0.0759,0.728,114.016
0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069
0.616,0.737,11,-5.583,1,0.0301,0.282,0.0,0.0783,0.537,142.039
0.593,0.848,7,-5.059,0,0.0888,0.241,0.0,0.139,0.7,170.202
0.783,0.627,2,-8.521,1,0.102,0.00756,0.0,0.0606,0.48,100.025
0.482,0.548,11,-9.946,1,0.0373,0.0363,2.28e-06,0.3,0.346,76.017
0.548,0.627,9,-8.949,1,0.0409,0.0471,0.0,0.285,0.493,143.994
0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098
0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985
0.437,0.565,10,-5.596,1,0.0466,0.697,0.0,0.119,0.306,115.389
0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111
0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008
0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96
0.687,0.643,0,-4.763,1,0.0406,0.0518,3.31e-06,0.11,0.418,135.068
0.571,0.839,9,-5.49,0,0.0558,0.0244,0.0,0.268,0.436,156.887
0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996
0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04
0.529,0.555,3,-6.259,0,0.0401,0.0749,0.000223,0.0726,0.582,179.821
0.648,0.795,0,-5.67,1,0.0433,0.0275,0.0,0.113,0.364,100.032
0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99
0.553,0.679,2,-4.055,1,0.365,0.522,0.0,0.111,0.76,100.854
0.634,0.512,10,-7.123,0,0.117,0.0199,0.0,0.115,0.264,126.961
0.586,0.474,2,-9.21,0,0.18,0.334,0.0,0.118,0.146,91.105
0.685,0.729,7,-8.694,0,0.15,0.415,0.0,0.196,0.382,170.025
0.62,0.495,0,-7.251,1,0.0534,0.016,1.91e-05,0.102,0.122,85.951
0.693,0.715,7,-6.108,1,0.049,0.00369,2.86e-06,0.205,0.323,90.006
0.575,0.619,0,-6.663,1,0.322,0.0208,0.0,0.103,0.296,110.109
0.702,0.514,4,-6.674,0,0.0432,0.129,0.0,0.104,0.133,76.982
0.702,0.711,8,-5.658,1,0.0456,0.0891,0.0,0.134,0.69,122.017
0.603,0.771,9,-6.336,1,0.0627,0.194,0.0,0.13,0.332,139.988
0.651,0.835,6,-5.768,1,0.0464,0.00359,0.0,0.118,0.87,150.058
0.745,0.779,1,-5.5,1,0.0595,0.0401,0.0,0.343,0.65,101.0
0.66,0.685,2,-6.658,1,0.0477,0.0165,0.0,0.442,0.32,119.991
0.592,0.863,7,-4.974,1,0.363,0.0693,0.0,0.0835,0.716,171.971
0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003
0.6,0.99,6,-3.016,1,0.337,0.00116,0.52,0.124,0.192,127.954
0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967
0.678,0.746,1,-4.249,0,0.0362,0.00648,0.0,0.334,0.373,160.002
0.66,0.755,0,-4.501,0,0.0469,0.0876,0.0,0.102,0.862,145.948
0.748,0.492,11,-8.584,1,0.0498,0.151,0.0,0.146,0.483,145.097
0.732,0.511,6,-6.779,1,0.0541,0.276,0.0,0.0916,0.62,96.946
0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895
0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98
0.463,0.734,7,-3.506,1,0.0436,0.0413,0.0,0.174,0.46,94.967
0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488
0.426,0.76,0,-4.082,1,0.0414,0.118,0.0,0.325,0.955,171.838
0.703,0.636,7,-7.579,1,0.0376,0.186,0.0256,0.0959,0.218,122.921
0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049
0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034
0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158
0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015
0.728,0.741,6,-7.075,0,0.0473,0.000582,0.00206,0.33,0.31,123.006
0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006
0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0
0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057
0.737,0.564,4,-7.045,0,0.105,0.436,0.0,0.351,0.528,90.0
0.767,0.618,10,-7.163,1,0.032,0.31,0.0,0.179,0.243,121.959
0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981
0.428,0.715,7,-5.899,1,0.0573,0.514,0.0,0.12,0.185,80.907
0.706,0.599,1,-5.248,1,0.0518,0.318,0.0,0.083,0.463,94.096
0.727,0.657,8,-7.186,1,0.0456,0.0467,0.0,0.193,0.423,150.051
0.549,0.768,7,-5.903,1,0.0458,0.0461,0.0,0.0926,0.128,84.956
0.629,0.726,6,-5.605,0,0.0396,0.00159,0.0,0.293,0.379,112.096
0.754,0.562,10,-7.53,0,0.0634,0.128,0.0,0.105,0.552,159.968
0.709,0.69,11,-5.163,0,0.038,0.0197,0.0,0.141,0.0847,94.499
0.704,0.659,7,-5.47,1,0.103,0.14,0.0,0.113,0.398,159.985
0.691,0.505,4,-6.09,0,0.0308,0.147,0.0,0.11,0.192,89.985
0.432,0.432,0,-9.602,1,0.029,0.138,1.4e-06,0.235,0.275,95.049
0.514,0.478,7,-7.989,1,0.0257,0.0915,0.0,0.255,0.378,82.522
0.508,0.763,10,-5.388,1,0.0442,0.000434,0.0,0.185,0.496,187.026
0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3
0.523,0.908,3,-4.45,1,0.0438,0.000135,0.0,0.266,0.632,109.888
0.392,0.629,5,-7.056,1,0.0335,0.718,3.76e-06,0.129,0.72,124.511
0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807
0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072
0.525,0.774,9,-4.532,1,0.241,0.24,1.07e-06,0.495,0.526,154.192
0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191
0.601,0.787,0,-6.178,1,0.031,0.0492,0.0,0.142,0.525,134.981
0.683,0.575,0,-11.857,1,0.0361,0.00912,0.0,0.125,0.935,115.579
0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
0.615,0.523,7,-4.246,0,0.267,0.505,4.29e-06,0.11,0.693,127.932
0.485,0.91,9,-2.096,1,0.0977,0.113,0.0,0.138,0.649,124.18
0.701,0.896,0,-6.459,1,0.0814,0.0866,0.0,0.0572,0.896,130.067
0.673,0.649,1,-8.433,0,0.196,0.188,0.0,0.122,0.47,153.075
0.506,0.745,1,-6.041,1,0.332,0.0594,0.0,0.373,0.284,161.798
0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187
0.812,0.621,5,-8.3,1,0.0515,0.244,0.0,0.099,0.847,77.998
0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045
0.773,0.75,8,-4.009,0,0.117,0.109,0.0,0.174,0.783,123.426
0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03
0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77
0.68,0.805,8,-3.232,0,0.0801,0.0134,0.0558,0.237,0.865,132.005
0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.118,0.584,173.948
0.714,0.665,11,-9.954,1,0.0304,0.181,0.181,0.335,0.797,117.983
0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999
0.807,0.812,5,-5.009,0,0.106,0.00773,0.000501,0.236,0.242,128.012
0.653,0.711,9,-6.454,1,0.0623,0.109,0.0,0.443,0.769,160.048
0.82,0.908,10,-6.151,0,0.124,0.328,0.00155,0.296,0.919,98.381
0.67,0.915,9,-3.192,0,0.0385,0.0609,0.0,0.309,0.56,128.014
0.768,0.781,7,-5.873,1,0.154,0.102,0.0,0.084,0.795,163.984
0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995
0.585,0.896,0,-4.902,1,0.262,0.0348,0.0,0.225,0.599,170.946
0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071
0.674,0.58,8,-4.866,1,0.0311,0.0609,0.0,0.159,0.0759,121.987
0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093
0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393,121.02
0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002
0.696,0.853,2,-4.122,1,0.237,0.00399,0.0,0.0843,0.685,92.976
0.756,0.705,11,-4.744,0,0.0462,0.0326,0.0503,0.0552,0.962,129.993
0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997
0.693,0.353,0,-17.852,1,0.0414,0.0704,0.00113,0.503,0.75,104.143
0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382
0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965
0.5,0.704,0,-8.797,1,0.0695,0.125,1.79e-05,0.138,0.722,119.463
0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204
0.425,0.462,10,-9.91,1,0.0275,0.442,0.0,0.631,0.36,91.697
0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049
0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632
0.589,0.715,0,-6.073,1,0.0401,0.0884,0.00105,0.0559,0.806,120.999
0.754,0.725,7,-5.783,1,0.0528,0.319,1.19e-06,0.188,0.597,140.011
0.571,0.903,7,-2.184,1,0.214,0.0615,1.23e-06,0.186,0.477,127.951
0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939
0.669,0.707,10,-4.607,1,0.0668,0.00311,1.07e-06,0.0784,0.529,159.982
0.734,0.766,1,-6.44,1,0.0376,0.0497,0.000314,0.0931,0.832,132.064
0.52,0.778,9,-4.161,1,0.26,0.324,0.0,0.896,0.388,164.677
0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925
0.734,0.552,0,-4.861,1,0.0409,0.139,0.0,0.114,0.601,127.96
0.683,0.607,5,-5.62,0,0.0601,0.15,0.0,0.147,0.496,152.945
0.728,0.689,4,-3.077,0,0.0399,0.097,0.0,0.359,0.48,92.993
0.778,0.697,9,-2.278,0,0.0491,0.445,0.0,0.123,0.852,145.949
0.354,0.475,1,-9.333,0,0.0425,0.149,0.034,0.21,0.0393,114.975
0.744,0.495,1,-6.311,1,0.0634,0.0216,0.0,0.111,0.128,83.51
0.587,0.614,2,-6.344,1,0.0435,0.0306,0.0,0.399,0.451,160.075
0.648,0.613,8,-4.38,1,0.0542,0.0986,0.0,0.302,0.369,87.523
0.684,0.545,1,-6.885,1,0.121,0.159,0.0,0.102,0.407,143.049
0.701,0.631,4,-9.113,1,0.0708,0.0784,0.14,0.694,0.61,110.024
0.6,0.533,2,-6.555,1,0.0256,0.272,0.0,0.0927,0.626,139.94
0.654,0.698,0,-3.671,1,0.0405,0.0257,0.0,0.306,0.344,174.089
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93
0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872
0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037
0.34,0.684,11,-6.306,1,0.044,0.00979,0.0,0.348,0.556,112.969
0.701,0.728,2,-5.226,1,0.0468,0.0178,0.0,0.17,0.696,91.071
0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723
0.558,0.778,4,-6.423,0,0.106,0.0227,4.54e-06,0.114,0.543,142.052
0.643,0.716,2,-6.733,1,0.0915,0.0643,0.0,0.14,0.854,81.027
0.568,0.788,5,-6.28,1,0.0377,0.0101,0.0,0.141,0.46,104.959
0.577,0.851,11,-3.975,1,0.0339,0.0197,0.000462,0.118,0.396,129.952
0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959
0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027
0.728,0.682,2,-3.749,1,0.218,0.127,0.0,0.337,0.643,131.901
0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935
0.729,0.947,11,-3.103,0,0.0458,0.211,0.822,0.367,0.209,130.005
0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999
0.76,0.707,10,-5.48,1,0.0313,0.0345,0.00617,0.115,0.374,123.98
0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026
0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565
0.642,0.655,1,-5.222,0,0.0489,0.0268,0.0,0.112,0.156,80.997
0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966
0.519,0.617,7,-4.287,1,0.0313,0.0387,0.0,0.401,0.222,147.708
0.542,0.82,8,-6.073,1,0.0432,0.000682,0.000136,0.0561,0.702,124.85
0.664,0.725,1,-5.08,1,0.0422,0.107,0.0,0.217,0.438,124.003
0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923
0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994
0.575,0.556,4,-5.107,1,0.0283,0.0303,0.0,0.0903,0.44,87.991
0.717,0.734,5,-5.712,1,0.0426,0.28,0.000101,0.147,0.894,91.014
0.665,0.628,2,-6.297,1,0.026,0.00502,2.02e-05,0.0947,0.551,121.979
0.651,0.719,8,-5.804,1,0.0318,0.143,3.62e-05,0.0948,0.81,103.981
0.695,0.752,11,-8.988,1,0.0295,0.000702,0.00902,0.101,0.424,111.023
0.762,0.797,5,-2.71,1,0.135,0.117,0.0,0.202,0.525,122.066
0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932
0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499
0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98
0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057
